isil,previous_name_original,previous_name_normalized
IT-UD0188,Biblioteca della 6ª Circoscrizione S.Paolo - S.Osvaldo,Biblioteca della 6ª Circoscrizione S.Paolo - S.Osvaldo
IT-UD0189,"Biblioteca civica ""V. Joppi"". Biblioteca Quartiere Udine Sud","Biblioteca civica ""V. Joppi"". Biblioteca Quartiere Udine Sud"
IT-UD0189,Biblioteca Civica Vincenzo Joppi,Biblioteca Civica Vincenzo Joppi
IT-UD0189,"Biblioteca della 4ª Circoscrizione ""Udine Sud""","Biblioteca della 4ª Circoscrizione ""Udine Sud"""
IT-UD0192,Biblioteca civica Vincenzo Joppi. Biblioteca di Quartiere Udine Centro,Biblioteca civica Vincenzo Joppi. Biblioteca di Quartiere Udine Centro
IT-UD0192,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Udine Centro,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Udine Centro
IT-UD0192,"Biblioteca della 1ª Circoscrizione ""Udine Centro""","Biblioteca della 1ª Circoscrizione ""Udine Centro"""
IT-UD0193,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Rizzi-San Domenico,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Rizzi-San Domenico
IT-UD0193,"Biblioteca della 2ª circoscrizione ""Rizzi - S.Domenico""","Biblioteca della 2ª circoscrizione ""Rizzi - S.Domenico"""
IT-UD0193,Biblioteca della 2ª circoscrizione Rizzi - S.Domenico,Biblioteca della 2ª circoscrizione Rizzi - S.Domenico
IT-UD0193,Biblioteca della VIII Circoscrizione. Udine,Biblioteca della VIII Circoscrizione. Udine
IT-UD0194,Biblioteca della Circoscrizione VII Udine nord,Biblioteca della Circoscrizione VII Udine nord
IT-UD0194,Biblioteca di quartiere Chiavris Paderno,Biblioteca di quartiere Chiavris Paderno
IT-UD0195,Biblioteca dell'ANPI provinciale di Udine,Biblioteca dell'ANPI provinciale di Udine
IT-UD0195,Biblioteca di Storia contemporanea e della Resistenza,Biblioteca di Storia contemporanea e della Resistenza
IT-UD0196,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cormor-San Rocco,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cormor-San Rocco
IT-UD0196,"BIBLIOTECA DELLA 2ª CIRCOSCRIZIONE ""CORMOR - S.ROCCO""","BIBLIOTECA DELLA 2ª CIRCOSCRIZIONE ""CORMOR - S.ROCCO"""
IT-UD0196,"Biblioteca della 2ª Circoscrizione ""Cormor - S.Rocco""","Biblioteca della 2ª Circoscrizione ""Cormor - S.Rocco"""
IT-UD0197,Biblioteca 5^ Circoscrizione ' Cussignacco',Biblioteca 5^ Circoscrizione ' Cussignacco'
IT-UD0197,"Biblioteca della 5ª Circoscrizione ""Cussignacco""","Biblioteca della 5ª Circoscrizione ""Cussignacco"""
IT-UD0197,Biblioteca della 5ª Circoscrizione Cussignacco,Biblioteca della 5ª Circoscrizione Cussignacco
IT-UD0198,Biblioteca dell'AIB,Biblioteca dell'AIB
IT-UD0205,Biblioteca comunale,Biblioteca comunale
IT-UD0208,Biblioteca comunale,Biblioteca comunale
IT-UD0218,Biblioteca comunale,Biblioteca comunale
IT-UD0219,Biblioteca comunale,Biblioteca comunale
IT-UD0220,Biblioteca civica,Biblioteca civica
IT-UD0221,Biblioteca civica,Biblioteca civica
IT-UD0226,Biblioteca comunale,Biblioteca comunale
IT-UD0227,"Biblioteca comunale ""Sen. Dott. Fermo Solari""","Biblioteca comunale ""Sen. Dott. Fermo Solari"""
IT-UD0228,Biblioteca dell'Associazione compagnie cultural di Sunviel,Biblioteca dell'Associazione compagnie cultural di Sunviel
IT-UD0229,"Biblioteca comunale ""L.Lucchini""","Biblioteca comunale ""L.Lucchini"""
IT-UD0230,Biblioteca comunale,Biblioteca comunale
IT-UD0237,Biblioteca del Centro interdipartimentale di servizi bibliotecari di scienze dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari di scienze dell'Università degli studi di Udine
IT-UD0237,Biblioteca di Scienze dell'Università degli studi di Udine,Biblioteca di Scienze dell'Università degli studi di Udine
IT-UD0243,Biblioteca arcivescovile e Bartoliniana,Biblioteca arcivescovile e Bartoliniana
IT-UD0248,"Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio, per il patrimonio storico, artistico e demoetnoantropologico del Friuli-Venezia Giulia. Ufficio staccato di Udine","Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio, per il patrimonio storico, artistico e demoetnoantropologico del Friuli-Venezia Giulia. Ufficio staccato di Udine"
IT-UD0249,Biblioteca del Centro interdipartimentale di servizi bibliotecari di medicina dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari di medicina dell'Università degli studi di Udine
IT-UD0250,Biblioteca del Centro interdipartimentale di servizi bibliotecari Area Cotonificio dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari Area Cotonificio dell'Università degli studi di Udine
IT-UD0251,Biblioteca del Centro interdipartimentale di servizi bibliotecari di studi umanistici dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari di studi umanistici dell'Università degli studi di Udine
IT-UD0251,Biblioteca di Studi Umanistici dell'Università degli studi di Udine,Biblioteca di Studi Umanistici dell'Università degli studi di Udine
IT-UD0406,Biblioteca comunale,Biblioteca comunale
IT-UD0415,Biblioteca comunale,Biblioteca comunale
IT-UD0418,Biblioteca comunale di Resiutta,Biblioteca comunale di Resiutta
IT-UD0418,Biblioteca di Resiutta,Biblioteca di Resiutta
IT-UD0419,Biblioteca della Cineteca del Friuli,Biblioteca della Cineteca del Friuli
IT-UD0426,Biblioteca comunale,Biblioteca comunale
IT-UD0435,Biblioteca del DSM,Biblioteca del DSM
IT-VA0005,Biblioteca civica,Biblioteca civica
IT-VA0011,Biblioteca comunale,Biblioteca comunale
IT-VA0012,Biblioteca comunale,Biblioteca comunale
IT-VA0014,Biblioteca comunale,Biblioteca comunale
IT-VA0018,Biblioteca civica,Biblioteca civica
IT-VA0019,Biblioteca comunale Ornella Contini,Biblioteca comunale Ornella Contini
IT-VA0020,Biblioteca comunale,Biblioteca comunale
IT-VA0020,Biblioteca popolare,Biblioteca popolare
IT-VA0022,Biblioteca civica,Biblioteca civica
IT-VA0022,Biblioteca comunale,Biblioteca comunale
IT-VA0029,Biblioteca comunale,Biblioteca comunale
IT-VA0034,Biblioteca comunale,Biblioteca comunale
IT-VA0034,Libera - Biblioteca comunale,Libera - Biblioteca comunale
IT-VA0037,Biblioteca comunale Cesare Pavese,Biblioteca comunale Cesare Pavese
IT-VA0037,Bica - Biblioteca di Carnago,Bica - Biblioteca di Carnago
IT-VA0038,Biblioteca comunale,Biblioteca comunale
IT-VA0044,Biblioteca comunale,Biblioteca comunale
IT-VA0045,Biblioteca comunale,Biblioteca comunale
IT-VA0049,Biblioteca comunale,Biblioteca comunale
IT-VA0059,Biblioteca civica Luigi Majno - Sede Adulti,Biblioteca civica Luigi Majno - Sede Adulti
IT-VA0061,Biblioteca comunale,Biblioteca comunale
IT-VA0062,Biblioteca comunale,Biblioteca comunale
IT-VA0065,Biblioteca comunale,Biblioteca comunale
IT-VA0069,Biblioteca comunale,Biblioteca comunale
IT-VA0073,Biblioteca del CCR,Biblioteca del CCR
IT-VA0075,Biblioteca comunale,Biblioteca comunale
IT-VA0079,Biblioteca comunale,Biblioteca comunale
IT-VA0079,Biblioteca comunale Antonia Pozzi,Biblioteca comunale Antonia Pozzi
IT-VA0082,Biblioteca Comunale N. H. Gian Domenico Oltrona Visconti,Biblioteca Comunale N. H. Gian Domenico Oltrona Visconti
IT-VA0083,Biblioteca comunale,Biblioteca comunale
IT-VA0084,Biblioteca comunale,Biblioteca comunale
IT-VA0086,Biblioteca Comunale,Biblioteca Comunale
IT-VA0091,Biblioteca comunale,Biblioteca comunale
IT-VA0091,Biblioteca comunale Bonvesin de la Riva,Biblioteca comunale Bonvesin de la Riva
IT-VA0094,Biblioteca comunale,Biblioteca comunale
IT-VA0094,Biblioteca comunale Gianna e Carlo Schapira,Biblioteca comunale Gianna e Carlo Schapira
IT-VA0095,Biblioteca comunale,Biblioteca comunale
IT-VA0095,Biblioteca comunale Maria Pia Galbiati,Biblioteca comunale Maria Pia Galbiati
IT-VA0099,Biblioteca comunale Adolfo Senn,Biblioteca comunale Adolfo Senn
IT-VA0099,Biblioteca comunale Adolfo Senni,Biblioteca comunale Adolfo Senni
IT-VA0105,Biblioteca comunale,Biblioteca comunale
IT-VA0109,Biblioteca comunale,Biblioteca comunale
IT-VA0112,Biblioteca comunale,Biblioteca comunale
IT-VA0114,Biblioteca comunale,Biblioteca comunale
IT-VA0114,Biblioteca comunale Antonio Gadiva,Biblioteca comunale Antonio Gadiva
IT-VA0115,Biblioteca del CAI. Sezione di Varese,Biblioteca del CAI. Sezione di Varese
IT-VA0116,Biblioteca civica,Biblioteca civica
IT-VA0122,Biblioteca del Seminario arcivescovile di Milano,Biblioteca del Seminario arcivescovile di Milano
IT-VA0125,Biblioteca comunale,Biblioteca comunale
IT-VA0126,Biblioteca comunale,Biblioteca comunale
IT-VA0128,Biblioteca comunale,Biblioteca comunale
IT-VA0129,Biblioteca comunale,Biblioteca comunale
IT-VA0130,Biblioteca comunale,Biblioteca comunale
IT-VA0131,Biblioteca comunale,Biblioteca comunale
IT-VA0132,Biblioteca comunale,Biblioteca comunale
IT-VA0133,Biblioteca comunale,Biblioteca comunale
IT-VA0133,BIBLIOTECA COMUNALE ENZO BIAGI,BIBLIOTECA COMUNALE ENZO BIAGI
IT-VA0140,Biblioteca comunale,Biblioteca comunale
IT-VA0160,"Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA ","Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA"
IT-VA0160,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-VA0166,Biblioteca comunale,Biblioteca comunale
IT-VA0166,Biblioteca comunale Giuseppina Aliberti,Biblioteca comunale Giuseppina Aliberti
IT-VA0170,Biblioteca specialistica Museo Maga,Biblioteca specialistica Museo Maga
IT-VA0176,Biblioteca del Museo internazionale design ceramico - Civica raccolta di terraglie,Biblioteca del Museo internazionale design ceramico - Civica raccolta di terraglie
IT-VA0177,Biblioteca comunale Giuseppe Vasile,Biblioteca comunale Giuseppe Vasile
IT-VA0184,Biblioteca dell'IRCCS Fondazione Salvatore Maugeri. Clinica del lavoro e della riabilitazione,Biblioteca dell'IRCCS Fondazione Salvatore Maugeri. Clinica del lavoro e della riabilitazione
IT-VA0187,Biblioteca della Fondazione ambrosiana Paolo VI,Biblioteca della Fondazione ambrosiana Paolo VI
IT-VA0191,Biblioteca Mario Rostoni dell'Università Carlo Cattaneo,Biblioteca Mario Rostoni dell'Università Carlo Cattaneo
IT-VA0192,Biblioteca Guido Ceriotti per lo studio della storia dell'arte,Biblioteca Guido Ceriotti per lo studio della storia dell'arte
IT-VA0196,Biblioteca provinciale,Biblioteca provinciale
IT-VA0198,Biblioteca comunale dei ragazzi,Biblioteca comunale dei ragazzi
IT-VA0203,Biblioteca dell'ISIS Edith Stein,Biblioteca dell'ISIS Edith Stein
IT-VA0203,Biblioteca dell'Istituto di istruzione superiore Edith Stein,Biblioteca dell'Istituto di istruzione superiore Edith Stein
IT-VA0291,Biblioteca civica,Biblioteca civica
IT-VA0294,"Biblioteca ""Bruna Brambilla"" IAF Varese","Biblioteca ""Bruna Brambilla"" IAF Varese"
IT-VA0297,Biblioteca comunale,Biblioteca comunale
IT-VA0297,Biblioteca di Masciago Primo,Biblioteca di Masciago Primo
IT-VA0301,Biblioteca Scolastica Istituto Superiore Valceresio,Biblioteca Scolastica Istituto Superiore Valceresio
IT-VB0001,Biblioteca civica San Luigi,Biblioteca civica San Luigi
IT-VB0002,Biblioteca civica comunitaria,Biblioteca civica comunitaria
IT-VB0002,Biblioteca civica Italo Calvino,Biblioteca civica Italo Calvino
IT-VB0005,Biblioteca del Centro studi Piero Ginocchi,Biblioteca del Centro studi Piero Ginocchi
IT-VB0009,Biblioteca civica,Biblioteca civica
IT-VB0012,Biblioteca civica,Biblioteca civica
IT-VB0013,Biblioteca civica,Biblioteca civica
IT-VB0017,Biblioteca del Consiglio nazionale delle ricerche,Biblioteca del Consiglio nazionale delle ricerche
IT-VB0020,Biblioteca civica,Biblioteca civica
IT-VB0021,Biblioteca civica di Baveno,Biblioteca civica di Baveno
IT-VB0022,Biblioteca civica,Biblioteca civica
IT-VB0025,Biblioteca dell'ISTUD,Biblioteca dell'ISTUD
IT-VB0026,Biblioteca civica,Biblioteca civica
IT-VB0033,Biblioteca Aldo Aniasi della Casa della Resistenza ,Biblioteca Aldo Aniasi della Casa della Resistenza
IT-VC0006,Biblioteca civica,Biblioteca civica
IT-VC0008,Biblioteca civica,Biblioteca civica
IT-VC0020,Biblioteca civica Degregoriana,Biblioteca civica Degregoriana
IT-VC0025,Biblioteca comunale,Biblioteca comunale
IT-VC0046,Biblioteca civica,Biblioteca civica
IT-VC0074,Biblioteca capitolare,Biblioteca capitolare
IT-VC0075,Biblioteca dell'Istituto sperimentale per la cerealicoltura. Sezione specializzata per la risicoltura di Vercelli,Biblioteca dell'Istituto sperimentale per la cerealicoltura. Sezione specializzata per la risicoltura di Vercelli
IT-VC0077,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-VC0087,Biblioteca del CAI,Biblioteca del CAI
IT-VC0105,Biblioteca civica combattenti,Biblioteca civica combattenti
IT-VC0105,Biblioteca civica Federico Resegotti,Biblioteca civica Federico Resegotti
IT-VC0107,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Vercelli Cino Moscatelli,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Vercelli Cino Moscatelli
IT-VC0107,BIBLIOTECA DELL'ISTITUTO PER LA STORIA DELLA RESISTENZA E DELLA SOCIETÀ CONTEMPORANEA NEL BIELLESE,BIBLIOTECA DELL'ISTITUTO PER LA STORIA DELLA RESISTENZA E DELLA SOCIETÀ CONTEMPORANEA NEL BIELLESE
IT-VC0107,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea nelle province di Biella e Vercelli Cino Moscatelli,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea nelle province di Biella e Vercelli Cino Moscatelli
IT-VC0127,Biblioteca del CRE Saluggia,Biblioteca del CRE Saluggia
IT-VC0127,Biblioteca dell'ENEA,Biblioteca dell'ENEA
IT-VC0133,Biblioteca del Dipartimento di Studi Umanistici dell'Università degli Studi del Piemonte Orientale Amedeo Avogadro,Biblioteca del Dipartimento di Studi Umanistici dell'Università degli Studi del Piemonte Orientale Amedeo Avogadro
IT-VC0133,Biblioteca Universitaria del Polo di Vercelli. Università degli Studi del Piemonte Orientale Amedeo Avogadro,Biblioteca Universitaria del Polo di Vercelli. Università degli Studi del Piemonte Orientale Amedeo Avogadro
IT-VC0143,Biblioteca civica,Biblioteca civica
IT-VC0191,Biblioteca Danesino,Biblioteca Danesino
IT-VC0195,Biblioteca civica,Biblioteca civica
IT-VE0001,Biblioteca comunale,Biblioteca comunale
IT-VE0002,Biblioteca comunale,Biblioteca comunale
IT-VE0002,Biblioteca comunale 'Luigi Meneghello',Biblioteca comunale 'Luigi Meneghello'
IT-VE0002,Biblioteca comunale di Campolongo Maggiore,Biblioteca comunale di Campolongo Maggiore
IT-VE0002,BIBLIOTECA COMUNALE DI CAMPOLONGO MAGGIORE,BIBLIOTECA COMUNALE DI CAMPOLONGO MAGGIORE
IT-VE0002,Biblioteca Luigi Meneghello,Biblioteca Luigi Meneghello
IT-VE0003,Biblioteca comunale,Biblioteca comunale
IT-VE0005,Biblioteca comunale,Biblioteca comunale
IT-VE0007,Biblioteca civica ,Biblioteca civica
IT-VE0007,Biblioteca civica Cristofolo Sabbadino,Biblioteca civica Cristofolo Sabbadino
IT-VE0007,Biblioteca civica di Chioggia,Biblioteca civica di Chioggia
IT-VE0009,Biblioteca comunale,Biblioteca comunale
IT-VE0009,BIBLIOTECA COMUNALE DI CINTO CAOMAGGIORE,BIBLIOTECA COMUNALE DI CINTO CAOMAGGIORE
IT-VE0010,Biblioteca Comunale Primo Maggio,Biblioteca Comunale Primo Maggio
IT-VE0011,Biblioteca comunale,Biblioteca comunale
IT-VE0012,Biblioteca comunale,Biblioteca comunale
IT-VE0012,BIBLIOTECA COMUNALE DI FOSSALTA DI PORTOGRUARO,BIBLIOTECA COMUNALE DI FOSSALTA DI PORTOGRUARO
IT-VE0012,BIBLIOTECA COMUNALE PIETRO GIACOMO NONIS,BIBLIOTECA COMUNALE PIETRO GIACOMO NONIS
IT-VE0013,Biblioteca comunale,Biblioteca comunale
IT-VE0013,Biblioteca comunale di Fossa',Biblioteca comunale di Fossa'
IT-VE0013,Biblioteca comunale di FossÃ²,Biblioteca comunale di FossÃ²
IT-VE0013,BIBLIOTECA COMUNALE DI FOSSO',BIBLIOTECA COMUNALE DI FOSSO'
IT-VE0014,Biblioteca comunale,Biblioteca comunale
IT-VE0014,BIBLIOTECA COMUNALE DI GRUARO,BIBLIOTECA COMUNALE DI GRUARO
IT-VE0015,Biblioteca comunale,Biblioteca comunale
IT-VE0015,Biblioteca comunale di Marcon,Biblioteca comunale di Marcon
IT-VE0015,Biblioteca comunale di Marcon - Centro Culturale De André,Biblioteca comunale di Marcon - Centro Culturale De André
IT-VE0016,Biblioteca comunale,Biblioteca comunale
IT-VE0016,Biblioteca comunale di Meolo,Biblioteca comunale di Meolo
IT-VE0017,Biblioteca comunale,Biblioteca comunale
IT-VE0019,Biblioteca comunale,Biblioteca comunale
IT-VE0021,Biblioteca comunale,Biblioteca comunale
IT-VE0021,BIBLIOTECA COMUNALE DI QUARTO D'ALTINO,BIBLIOTECA COMUNALE DI QUARTO D'ALTINO
IT-VE0022,Biblioteca comunale,Biblioteca comunale
IT-VE0022,Biblioteca comunale 'Marco Polo' di Salzano,Biblioteca comunale 'Marco Polo' di Salzano
IT-VE0022,BIBLIOTECA COMUNALE DI SALZANO,BIBLIOTECA COMUNALE DI SALZANO
IT-VE0022,Biblioteca comunale di Salzano,Biblioteca comunale di Salzano
IT-VE0023,Biblioteca civica,Biblioteca civica
IT-VE0023,BIBLIOTECA CIVICA DI SAN DONA' DI PIAVE,BIBLIOTECA CIVICA DI SAN DONA' DI PIAVE
IT-VE0024,Biblioteca comunale,Biblioteca comunale
IT-VE0024,BIBLIOTECA COMUNALE DI SPINEA,BIBLIOTECA COMUNALE DI SPINEA
IT-VE0025,Biblioteca civica,Biblioteca civica
IT-VE0026,Biblioteca comunale,Biblioteca comunale
IT-VE0031,Biblioteca del Convento di San Francesco della Vigna,Biblioteca del Convento di San Francesco della Vigna
IT-VE0031,Biblioteca S. Francesco della Vigna,Biblioteca S. Francesco della Vigna
IT-VE0035,Biblioteca S. Michele in Isola,Biblioteca S. Michele in Isola
IT-VE0037,Biblioteca dei Cappuccini,Biblioteca dei Cappuccini
IT-VE0038,Biblioteca medica degli Ospedali civici riuniti di Venezia,Biblioteca medica degli Ospedali civici riuniti di Venezia
IT-VE0039,Biblioteca d'arte e storia veneziana del civico museo Correr,Biblioteca d'arte e storia veneziana del civico museo Correr
IT-VE0043,Biblioteca pedagogica Lorenzo Bettini,Biblioteca pedagogica Lorenzo Bettini
IT-VE0043,Sistema bibliotecario urbano. Biblioteca pedagogica Lorenzo Bettini,Sistema bibliotecario urbano. Biblioteca pedagogica Lorenzo Bettini
IT-VE0049,Biblioteca Marciana,Biblioteca Marciana
IT-VE0063,Biblioteca dell'Istituto di studi teatrali Casa di Goldoni,Biblioteca dell'Istituto di studi teatrali Casa di Goldoni
IT-VE0063,Biblioteca di Studi teatrali di Casa Goldoni,Biblioteca di Studi teatrali di Casa Goldoni
IT-VE0064,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-VE0078,Biblioteca del Museo civico di storia naturale,Biblioteca del Museo civico di storia naturale
IT-VE0078,Biblioteca del Museo di storia naturale,Biblioteca del Museo di storia naturale
IT-VE0078,Biblioteca del Museo di Storia Naturale di Venezia G. Ligabue,Biblioteca del Museo di Storia Naturale di Venezia G. Ligabue
IT-VE0087,Biblioteca della Fondazione Giorgio Cini. Istituto per la storia della società e dello Stato veneziano,Biblioteca della Fondazione Giorgio Cini. Istituto per la storia della società e dello Stato veneziano
IT-VE0100,Biblioteca dell'Archivio della Biennale di Venezia - ASAC,Biblioteca dell'Archivio della Biennale di Venezia - ASAC
IT-VE0100,Biblioteca dell'Archivio Storico delle Arti Contemporanee (ASAC) della Biennale di Venezia,Biblioteca dell'Archivio Storico delle Arti Contemporanee (ASAC) della Biennale di Venezia
IT-VE0100,Biblioteca dell'ASAC,Biblioteca dell'ASAC
IT-VE0100,Biblioteca della Biennale - ASAC,Biblioteca della Biennale - ASAC
IT-VE0103,Biblioteca del Seminario,Biblioteca del Seminario
IT-VE0103,Biblioteca del Seminario patriarcale,Biblioteca del Seminario patriarcale
IT-VE0109,Biblioteca comunale di Marghera,Biblioteca comunale di Marghera
IT-VE0110,Biblioteca civica ,Biblioteca civica
IT-VE0110,Biblioteca civica centrale di Mestre,Biblioteca civica centrale di Mestre
IT-VE0110,BIBLIOTECA CIVICA DI MESTRE,BIBLIOTECA CIVICA DI MESTRE
IT-VE0110,BIBLIOTECA CIVICA VEZ,BIBLIOTECA CIVICA VEZ
IT-VE0110,Biblioteca civica VEZ,Biblioteca civica VEZ
IT-VE0110,Bibliotecacivica di Mestre,Bibliotecacivica di Mestre
IT-VE0112,Biblioteca sanitaria dell'ex Ospedale generale provinciale di Mestre,Biblioteca sanitaria dell'ex Ospedale generale provinciale di Mestre
IT-VE0113,Biblioteca dell'Università Popolare,Biblioteca dell'Università Popolare
IT-VE0113,Biblioteca dell'Universita' Popolare Mestre,Biblioteca dell'Universita' Popolare Mestre
IT-VE0113,Biblioteca G. Pascoli. Universita' Popolare,Biblioteca G. Pascoli. Universita' Popolare
IT-VE0117,Biblioteca comunale,Biblioteca comunale
IT-VE0117,BIBLIOTECA COMUNALE DI ANNONE VENETO,BIBLIOTECA COMUNALE DI ANNONE VENETO
IT-VE0118,Biblioteca civica ,Biblioteca civica
IT-VE0118,BIBLIOTECA CIVICA DI CAORLE,BIBLIOTECA CIVICA DI CAORLE
IT-VE0120,Biblioteca comunale,Biblioteca comunale
IT-VE0121,Biblioteca civica di Concordia Sagittaria - Circolo Antiqui,Biblioteca civica di Concordia Sagittaria - Circolo Antiqui
IT-VE0121,Biblioteca civica di Concordia Sagittaria Circolo Antiqui,Biblioteca civica di Concordia Sagittaria Circolo Antiqui
IT-VE0121,CIRCOLO ANTIQUI-BIBLIOTECA COMUNALE DI CONCORDIA SAGITTARIA,CIRCOLO ANTIQUI-BIBLIOTECA COMUNALE DI CONCORDIA SAGITTARIA
IT-VE0122,Biblioteca comunale,Biblioteca comunale
IT-VE0123,Biblioteca comunale,Biblioteca comunale
IT-VE0123,BIBLIOTECA COMUNALE DI ERACLEA,BIBLIOTECA COMUNALE DI ERACLEA
IT-VE0124,Biblioteca civica,Biblioteca civica
IT-VE0125,Biblioteca comunale G. Tronchin,Biblioteca comunale G. Tronchin
IT-VE0125,BIBLIOTECA COMUNALE GIUSEPPE TRONCHIN DI MARTELLAGO,BIBLIOTECA COMUNALE GIUSEPPE TRONCHIN DI MARTELLAGO
